A¤o;Mes;Provincia;Cant¢n;N£mero de Personas;Fecha de Corte
2023;1;AZUAY;CAMILO PONCE ENRIQUEZ;66;31/1/2023
2023;1;AZUAY;CHORDELEG;2;31/1/2023
2023;1;AZUAY;CUENCA;938;31/1/2023
2023;1;AZUAY;GIRON;9;31/1/2023
2023;1;AZUAY;GUACHAPALA;1;31/1/2023
2023;1;AZUAY;GUALACEO;20;31/1/2023
2023;1;AZUAY;NABON;5;31/1/2023
2023;1;AZUAY;O¥A;5;31/1/2023
2023;1;AZUAY;PAUTE;22;31/1/2023
2023;1;AZUAY;PUCARA;3;31/1/2023
2023;1;AZUAY;SAN FERNANDO;1;31/1/2023
2023;1;AZUAY;SANTA ISABEL;8;31/1/2023
2023;1;AZUAY;SEVILLA DE ORO;6;31/1/2023
2023;1;AZUAY;SIGSIG;10;31/1/2023
2023;1;BOLIVAR;CALUMA;25;31/1/2023
2023;1;BOLIVAR;CHILLANES;15;31/1/2023
2023;1;BOLIVAR;CHIMBO;20;31/1/2023
2023;1;BOLIVAR;ECHEANDIA;25;31/1/2023
2023;1;BOLIVAR;GUARANDA;206;31/1/2023
2023;1;BOLIVAR;LAS NAVES;7;31/1/2023
2023;1;BOLIVAR;SAN MIGUEL;43;31/1/2023
2023;1;CA¥AR;AZOGUES;230;31/1/2023
2023;1;CA¥AR;BIBLIAN;20;31/1/2023
2023;1;CA¥AR;CA¥AR;33;31/1/2023
2023;1;CA¥AR;DELEG;1;31/1/2023
2023;1;CA¥AR;EL TAMBO;6;31/1/2023
2023;1;CA¥AR;LA TRONCAL;65;31/1/2023
2023;1;CARCHI;BOLIVAR;17;31/1/2023
2023;1;CARCHI;ESPEJO;7;31/1/2023
2023;1;CARCHI;MIRA;7;31/1/2023
2023;1;CARCHI;MONTUFAR;29;31/1/2023
2023;1;CARCHI;SAN PEDRO DE HUACA;13;31/1/2023
2023;1;CARCHI;TULCAN;140;31/1/2023
2023;1;CHIMBORAZO;ALAUSI;40;31/1/2023
2023;1;CHIMBORAZO;CHAMBO;20;31/1/2023
2023;1;CHIMBORAZO;CHUNCHI;3;31/1/2023
2023;1;CHIMBORAZO;COLTA;9;31/1/2023
2023;1;CHIMBORAZO;CUMANDA;17;31/1/2023
2023;1;CHIMBORAZO;GUAMOTE;38;31/1/2023
2023;1;CHIMBORAZO;GUANO;58;31/1/2023
2023;1;CHIMBORAZO;PALLATANGA;20;31/1/2023
2023;1;CHIMBORAZO;PENIPE;4;31/1/2023
2023;1;CHIMBORAZO;RIOBAMBA;626;31/1/2023
2023;1;COTOPAXI;LA MANA;112;31/1/2023
2023;1;COTOPAXI;LATACUNGA;331;31/1/2023
2023;1;COTOPAXI;PANGUA;8;31/1/2023
2023;1;COTOPAXI;PUJILI;67;31/1/2023
2023;1;COTOPAXI;SALCEDO;82;31/1/2023
2023;1;COTOPAXI;SAQUISILI;24;31/1/2023
2023;1;COTOPAXI;SIGCHOS;20;31/1/2023
2023;1;EL ORO;ARENILLAS;62;31/1/2023
2023;1;EL ORO;ATAHUALPA;6;31/1/2023
2023;1;EL ORO;BALSAS;11;31/1/2023
2023;1;EL ORO;CHILLA;3;31/1/2023
2023;1;EL ORO;EL GUABO;50;31/1/2023
2023;1;EL ORO;HUAQUILLAS;44;31/1/2023
2023;1;EL ORO;LAS LAJAS;7;31/1/2023
2023;1;EL ORO;MACHALA;654;31/1/2023
2023;1;EL ORO;MARCABELI;4;31/1/2023
2023;1;EL ORO;PASAJE;108;31/1/2023
2023;1;EL ORO;PI¥AS;34;31/1/2023
2023;1;EL ORO;PORTOVELO;7;31/1/2023
2023;1;EL ORO;SANTA ROSA;77;31/1/2023
2023;1;EL ORO;ZARUMA;19;31/1/2023
2023;1;ESMERALDAS;ATACAMES;85;31/1/2023
2023;1;ESMERALDAS;ELOY ALFARO;26;31/1/2023
2023;1;ESMERALDAS;ESMERALDAS;344;31/1/2023
2023;1;ESMERALDAS;MUISNE;25;31/1/2023
2023;1;ESMERALDAS;QUININDE;97;31/1/2023
2023;1;ESMERALDAS;RIOVERDE;18;31/1/2023
2023;1;ESMERALDAS;SAN LORENZO;56;31/1/2023
2023;1;GALAPAGOS;ISABELA;1;31/1/2023
2023;1;GALAPAGOS;SAN CRISTOBAL;10;31/1/2023
2023;1;GALAPAGOS;SANTA CRUZ;8;31/1/2023
2023;1;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);464;31/1/2023
2023;1;GUAYAS;BALAO;26;31/1/2023
2023;1;GUAYAS;BALZAR;53;31/1/2023
2023;1;GUAYAS;COLIMES;23;31/1/2023
2023;1;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;19;31/1/2023
2023;1;GUAYAS;DAULE;176;31/1/2023
2023;1;GUAYAS;DURAN;418;31/1/2023
2023;1;GUAYAS;EL EMPALME;94;31/1/2023
2023;1;GUAYAS;EL TRIUNFO;75;31/1/2023
2023;1;GUAYAS;GNRAL. ANTONIO ELIZALDE;12;31/1/2023
2023;1;GUAYAS;GUAYAQUIL;4158;31/1/2023
2023;1;GUAYAS;ISIDRO AYORA;25;31/1/2023
2023;1;GUAYAS;LOMAS DE SARGENTILLO;14;31/1/2023
2023;1;GUAYAS;MILAGRO;322;31/1/2023
2023;1;GUAYAS;NARANJAL;63;31/1/2023
2023;1;GUAYAS;NARANJITO;92;31/1/2023
2023;1;GUAYAS;NOBOL;18;31/1/2023
2023;1;GUAYAS;PALESTINA;5;31/1/2023
2023;1;GUAYAS;PEDRO CARBO;72;31/1/2023
2023;1;GUAYAS;PLAYAS;42;31/1/2023
2023;1;GUAYAS;SALITRE;24;31/1/2023
2023;1;GUAYAS;SAMBORONDON;103;31/1/2023
2023;1;GUAYAS;SAN JACINTO DE YAGUACHI;190;31/1/2023
2023;1;GUAYAS;SANTA LUCIA;40;31/1/2023
2023;1;GUAYAS;SIMON BOLIVAR;30;31/1/2023
2023;1;IMBABURA;ANTONIO ANTE;84;31/1/2023
2023;1;IMBABURA;COTACACHI;65;31/1/2023
2023;1;IMBABURA;IBARRA;356;31/1/2023
2023;1;IMBABURA;OTAVALO;126;31/1/2023
2023;1;IMBABURA;PIMAMPIRO;8;31/1/2023
2023;1;IMBABURA;SAN MIGUEL DE URCUQUI;19;31/1/2023
2023;1;LOJA;CALVAS;42;31/1/2023
2023;1;LOJA;CATAMAYO;36;31/1/2023
2023;1;LOJA;CELICA;21;31/1/2023
2023;1;LOJA;CHAGUARPAMBA;1;31/1/2023
2023;1;LOJA;ESPINDOLA;27;31/1/2023
2023;1;LOJA;GONZANAMA;17;31/1/2023
2023;1;LOJA;LOJA;521;31/1/2023
2023;1;LOJA;MACARA;13;31/1/2023
2023;1;LOJA;OLMEDO;5;31/1/2023
2023;1;LOJA;PALTAS;21;31/1/2023
2023;1;LOJA;PINDAL;12;31/1/2023
2023;1;LOJA;PUYANGO;37;31/1/2023
2023;1;LOJA;SARAGURO;76;31/1/2023
2023;1;LOJA;ZAPOTILLO;12;31/1/2023
2023;1;LOS RIOS;BABA;61;31/1/2023
2023;1;LOS RIOS;BABAHOYO;346;31/1/2023
2023;1;LOS RIOS;BUENA FE;73;31/1/2023
2023;1;LOS RIOS;MOCACHE;22;31/1/2023
2023;1;LOS RIOS;MONTALVO;28;31/1/2023
2023;1;LOS RIOS;PALENQUE;6;31/1/2023
2023;1;LOS RIOS;PUEBLOVIEJO;25;31/1/2023
2023;1;LOS RIOS;QUEVEDO;203;31/1/2023
2023;1;LOS RIOS;QUINSALOMA;9;31/1/2023
2023;1;LOS RIOS;URDANETA;16;31/1/2023
2023;1;LOS RIOS;VALENCIA;34;31/1/2023
2023;1;LOS RIOS;VENTANAS;54;31/1/2023
2023;1;LOS RIOS;VINCES;43;31/1/2023
2023;1;MANABI;24 DE MAYO;116;31/1/2023
2023;1;MANABI;BOLIVAR;65;31/1/2023
2023;1;MANABI;CHONE;134;31/1/2023
2023;1;MANABI;EL CARMEN;141;31/1/2023
2023;1;MANABI;FLAVIO ALFARO;33;31/1/2023
2023;1;MANABI;JAMA;11;31/1/2023
2023;1;MANABI;JARAMIJO;27;31/1/2023
2023;1;MANABI;JIPIJAPA;120;31/1/2023
2023;1;MANABI;JUNIN;25;31/1/2023
2023;1;MANABI;MANTA;604;31/1/2023
2023;1;MANABI;MONTECRISTI;124;31/1/2023
2023;1;MANABI;OLMEDO;4;31/1/2023
2023;1;MANABI;PAJAN;36;31/1/2023
2023;1;MANABI;PEDERNALES;59;31/1/2023
2023;1;MANABI;PICHINCHA;24;31/1/2023
2023;1;MANABI;PORTOVIEJO;601;31/1/2023
2023;1;MANABI;PUERTO LOPEZ;16;31/1/2023
2023;1;MANABI;ROCAFUERTE;69;31/1/2023
2023;1;MANABI;SAN VICENTE;18;31/1/2023
2023;1;MANABI;SANTA ANA;36;31/1/2023
2023;1;MANABI;SUCRE;53;31/1/2023
2023;1;MANABI;TOSAGUA;41;31/1/2023
2023;1;MORONA SANTIAGO;GUALAQUIZA;100;31/1/2023
2023;1;MORONA SANTIAGO;HUAMBOYA;61;31/1/2023
2023;1;MORONA SANTIAGO;LIMON INDANZA;15;31/1/2023
2023;1;MORONA SANTIAGO;LOGRO¥O;26;31/1/2023
2023;1;MORONA SANTIAGO;MACAS;310;31/1/2023
2023;1;MORONA SANTIAGO;MORONA;199;31/1/2023
2023;1;MORONA SANTIAGO;PABLO SEXTO;4;31/1/2023
2023;1;MORONA SANTIAGO;PALORA;23;31/1/2023
2023;1;MORONA SANTIAGO;SAN JUAN BOSCO;8;31/1/2023
2023;1;MORONA SANTIAGO;SANTIAGO;31;31/1/2023
2023;1;MORONA SANTIAGO;SUCUA;59;31/1/2023
2023;1;MORONA SANTIAGO;TAISHA;58;31/1/2023
2023;1;MORONA SANTIAGO;TIWINTZA;22;31/1/2023
2023;1;NAPO;ARCHIDONA;57;31/1/2023
2023;1;NAPO;CARLOS JULIO AROSEMENA TOLA;10;31/1/2023
2023;1;NAPO;EL CHACO;18;31/1/2023
2023;1;NAPO;QUIJOS;15;31/1/2023
2023;1;NAPO;TENA;165;31/1/2023
2023;1;ORELLANA;AGUARICO;35;31/1/2023
2023;1;ORELLANA;LA JOYA DE LOS SACHAS;106;31/1/2023
2023;1;ORELLANA;LORETO;44;31/1/2023
2023;1;ORELLANA;PUERTO FRANCISCO DE ORELLANA;228;31/1/2023
2023;1;PASTAZA;ARAJUNO;31;31/1/2023
2023;1;PASTAZA;MERA;33;31/1/2023
2023;1;PASTAZA;PASTAZA;253;31/1/2023
2023;1;PASTAZA;SANTA CLARA;9;31/1/2023
2023;1;PICHINCHA;CAYAMBE;238;31/1/2023
2023;1;PICHINCHA;MEJIA;110;31/1/2023
2023;1;PICHINCHA;PEDRO MONCAYO;42;31/1/2023
2023;1;PICHINCHA;PEDRO VICENTE MALDONADO;21;31/1/2023
2023;1;PICHINCHA;PUERTO QUITO;28;31/1/2023
2023;1;PICHINCHA;QUITO;3831;31/1/2023
2023;1;PICHINCHA;RUMI¥AHUI;167;31/1/2023
2023;1;PICHINCHA;SAN MIGUEL DE LOS BANCOS;26;31/1/2023
2023;1;SANTA ELENA;LA LIBERTAD;207;31/1/2023
2023;1;SANTA ELENA;SALINAS;98;31/1/2023
2023;1;SANTA ELENA;SANTA ELENA;168;31/1/2023
2023;1;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;95;31/1/2023
2023;1;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;670;31/1/2023
2023;1;SUCUMBIOS;CASCALES;33;31/1/2023
2023;1;SUCUMBIOS;CUYABENO;20;31/1/2023
2023;1;SUCUMBIOS;GONZALO PIZARRO;13;31/1/2023
2023;1;SUCUMBIOS;LAGO AGRIO;241;31/1/2023
2023;1;SUCUMBIOS;NUEVA LOJA;25;31/1/2023
2023;1;SUCUMBIOS;PUTUMAYO;6;31/1/2023
2023;1;SUCUMBIOS;SHUSHUFINDI;94;31/1/2023
2023;1;SUCUMBIOS;SUCUMBIOS;4;31/1/2023
2023;1;TUNGURAHUA;AMBATO;610;31/1/2023
2023;1;TUNGURAHUA;BA¥OS DE AGUA SANTA;26;31/1/2023
2023;1;TUNGURAHUA;CEVALLOS;10;31/1/2023
2023;1;TUNGURAHUA;MOCHA;3;31/1/2023
2023;1;TUNGURAHUA;PATATE;10;31/1/2023
2023;1;TUNGURAHUA;QUERO;3;31/1/2023
2023;1;TUNGURAHUA;SAN PEDRO DE PELILEO;53;31/1/2023
2023;1;TUNGURAHUA;SANTIAGO DE PILLARO;64;31/1/2023
2023;1;TUNGURAHUA;TISALEO;3;31/1/2023
2023;1;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;26;31/1/2023
2023;1;ZAMORA CHINCHIPE;CHINCHIPE;29;31/1/2023
2023;1;ZAMORA CHINCHIPE;EL PANGUI;58;31/1/2023
2023;1;ZAMORA CHINCHIPE;NANGARITZA;15;31/1/2023
2023;1;ZAMORA CHINCHIPE;PALANDA;46;31/1/2023
2023;1;ZAMORA CHINCHIPE;PAQUISHA;12;31/1/2023
2023;1;ZAMORA CHINCHIPE;YACUAMBI;11;31/1/2023
2023;1;ZAMORA CHINCHIPE;YANTZAZA;62;31/1/2023
2023;1;ZAMORA CHINCHIPE;ZAMORA;104;31/1/2023
2023;1;SIN REGISTRAR;SIN REGISTRAR;257;31/1/2023
2023;2;AZUAY;CAMILO PONCE ENRIQUEZ;52;28/2/2023
2023;2;AZUAY;CHORDELEG;3;28/2/2023
2023;2;AZUAY;CUENCA;476;28/2/2023
2023;2;AZUAY;GIRON;4;28/2/2023
2023;2;AZUAY;GUACHAPALA;3;28/2/2023
2023;2;AZUAY;GUALACEO;31;28/2/2023
2023;2;AZUAY;NABON;10;28/2/2023
2023;2;AZUAY;PAUTE;13;28/2/2023
2023;2;AZUAY;PUCARA;3;28/2/2023
2023;2;AZUAY;SAN FERNANDO;1;28/2/2023
2023;2;AZUAY;SANTA ISABEL;10;28/2/2023
2023;2;AZUAY;SEVILLA DE ORO;5;28/2/2023
2023;2;AZUAY;SIGSIG;11;28/2/2023
2023;2;BOLIVAR;CALUMA;13;28/2/2023
2023;2;BOLIVAR;CHILLANES;6;28/2/2023
2023;2;BOLIVAR;CHIMBO;16;28/2/2023
2023;2;BOLIVAR;ECHEANDIA;7;28/2/2023
2023;2;BOLIVAR;GUARANDA;64;28/2/2023
2023;2;BOLIVAR;LAS NAVES;1;28/2/2023
2023;2;BOLIVAR;SAN MIGUEL;20;28/2/2023
2023;2;CA¥AR;AZOGUES;99;28/2/2023
2023;2;CA¥AR;BIBLIAN;16;28/2/2023
2023;2;CA¥AR;CA¥AR;29;28/2/2023
2023;2;CA¥AR;DELEG;1;28/2/2023
2023;2;CA¥AR;EL TAMBO;6;28/2/2023
2023;2;CA¥AR;LA TRONCAL;41;28/2/2023
2023;2;CA¥AR;SUSCAL;4;28/2/2023
2023;2;CARCHI;BOLIVAR;7;28/2/2023
2023;2;CARCHI;ESPEJO;11;28/2/2023
2023;2;CARCHI;MIRA;6;28/2/2023
2023;2;CARCHI;MONTUFAR;13;28/2/2023
2023;2;CARCHI;SAN PEDRO DE HUACA;3;28/2/2023
2023;2;CARCHI;TULCAN;60;28/2/2023
2023;2;CHIMBORAZO;ALAUSI;27;28/2/2023
2023;2;CHIMBORAZO;CHAMBO;4;28/2/2023
2023;2;CHIMBORAZO;CHUNCHI;7;28/2/2023
2023;2;CHIMBORAZO;COLTA;5;28/2/2023
2023;2;CHIMBORAZO;CUMANDA;8;28/2/2023
2023;2;CHIMBORAZO;GUAMOTE;9;28/2/2023
2023;2;CHIMBORAZO;GUANO;18;28/2/2023
2023;2;CHIMBORAZO;PALLATANGA;12;28/2/2023
2023;2;CHIMBORAZO;PENIPE;3;28/2/2023
2023;2;CHIMBORAZO;RIOBAMBA;291;28/2/2023
2023;2;COTOPAXI;LA MANA;31;28/2/2023
2023;2;COTOPAXI;LATACUNGA;148;28/2/2023
2023;2;COTOPAXI;PANGUA;4;28/2/2023
2023;2;COTOPAXI;PUJILI;25;28/2/2023
2023;2;COTOPAXI;SALCEDO;35;28/2/2023
2023;2;COTOPAXI;SAQUISILI;10;28/2/2023
2023;2;COTOPAXI;SIGCHOS;4;28/2/2023
2023;2;EL ORO;ARENILLAS;23;28/2/2023
2023;2;EL ORO;ATAHUALPA;3;28/2/2023
2023;2;EL ORO;BALSAS;4;28/2/2023
2023;2;EL ORO;CHILLA;1;28/2/2023
2023;2;EL ORO;EL GUABO;26;28/2/2023
2023;2;EL ORO;HUAQUILLAS;31;28/2/2023
2023;2;EL ORO;LAS LAJAS;1;28/2/2023
2023;2;EL ORO;MACHALA;321;28/2/2023
2023;2;EL ORO;MARCABELI;5;28/2/2023
2023;2;EL ORO;PASAJE;48;28/2/2023
2023;2;EL ORO;PI¥AS;18;28/2/2023
2023;2;EL ORO;PORTOVELO;12;28/2/2023
2023;2;EL ORO;SANTA ROSA;50;28/2/2023
2023;2;EL ORO;ZARUMA;13;28/2/2023
2023;2;ESMERALDAS;ATACAMES;56;28/2/2023
2023;2;ESMERALDAS;ELOY ALFARO;21;28/2/2023
2023;2;ESMERALDAS;ESMERALDAS;197;28/2/2023
2023;2;ESMERALDAS;MUISNE;7;28/2/2023
2023;2;ESMERALDAS;QUININDE;51;28/2/2023
2023;2;ESMERALDAS;RIOVERDE;10;28/2/2023
2023;2;ESMERALDAS;SAN LORENZO;32;28/2/2023
2023;2;GALAPAGOS;SAN CRISTOBAL;2;28/2/2023
2023;2;GALAPAGOS;SANTA CRUZ;2;28/2/2023
2023;2;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);195;28/2/2023
2023;2;GUAYAS;BALAO;8;28/2/2023
2023;2;GUAYAS;BALZAR;8;28/2/2023
2023;2;GUAYAS;COLIMES;7;28/2/2023
2023;2;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;5;28/2/2023
2023;2;GUAYAS;DAULE;69;28/2/2023
2023;2;GUAYAS;DURAN;179;28/2/2023
2023;2;GUAYAS;EL EMPALME;30;28/2/2023
2023;2;GUAYAS;EL TRIUNFO;16;28/2/2023
2023;2;GUAYAS;GNRAL. ANTONIO ELIZALDE;9;28/2/2023
2023;2;GUAYAS;GUAYAQUIL;1354;28/2/2023
2023;2;GUAYAS;ISIDRO AYORA;7;28/2/2023
2023;2;GUAYAS;LOMAS DE SARGENTILLO;7;28/2/2023
2023;2;GUAYAS;MILAGRO;96;28/2/2023
2023;2;GUAYAS;NARANJAL;46;28/2/2023
2023;2;GUAYAS;NARANJITO;17;28/2/2023
2023;2;GUAYAS;NOBOL;15;28/2/2023
2023;2;GUAYAS;PALESTINA;2;28/2/2023
2023;2;GUAYAS;PEDRO CARBO;11;28/2/2023
2023;2;GUAYAS;PLAYAS;20;28/2/2023
2023;2;GUAYAS;SALINAS (SALINAS, CAB. CANTONAL);1;28/2/2023
2023;2;GUAYAS;SALITRE;14;28/2/2023
2023;2;GUAYAS;SAMBORONDON;31;28/2/2023
2023;2;GUAYAS;SAN JACINTO DE YAGUACHI;55;28/2/2023
2023;2;GUAYAS;SANTA LUCIA;8;28/2/2023
2023;2;GUAYAS;SIMON BOLIVAR;6;28/2/2023
2023;2;IMBABURA;ANTONIO ANTE;63;28/2/2023
2023;2;IMBABURA;COTACACHI;31;28/2/2023
2023;2;IMBABURA;IBARRA;204;28/2/2023
2023;2;IMBABURA;OTAVALO;68;28/2/2023
2023;2;IMBABURA;PIMAMPIRO;6;28/2/2023
2023;2;IMBABURA;SAN MIGUEL DE URCUQUI;14;28/2/2023
2023;2;INDISTINTO;INDISTINTO;3;28/2/2023
2023;2;LOJA;CALVAS;23;28/2/2023
2023;2;LOJA;CATAMAYO;29;28/2/2023
2023;2;LOJA;CELICA;8;28/2/2023
2023;2;LOJA;CHAGUARPAMBA;1;28/2/2023
2023;2;LOJA;ESPINDOLA;13;28/2/2023
2023;2;LOJA;GONZANAMA;4;28/2/2023
2023;2;LOJA;LOJA;205;28/2/2023
2023;2;LOJA;MACARA;7;28/2/2023
2023;2;LOJA;OLMEDO;1;28/2/2023
2023;2;LOJA;PALTAS;7;28/2/2023
2023;2;LOJA;PINDAL;6;28/2/2023
2023;2;LOJA;PUYANGO;8;28/2/2023
2023;2;LOJA;QUILANGA;5;28/2/2023
2023;2;LOJA;SARAGURO;13;28/2/2023
2023;2;LOJA;SOZORANGA;4;28/2/2023
2023;2;LOJA;ZAPOTILLO;7;28/2/2023
2023;2;LOS RIOS;BABA;37;28/2/2023
2023;2;LOS RIOS;BABAHOYO;100;28/2/2023
2023;2;LOS RIOS;BUENA FE;27;28/2/2023
2023;2;LOS RIOS;MOCACHE;7;28/2/2023
2023;2;LOS RIOS;MONTALVO;13;28/2/2023
2023;2;LOS RIOS;PALENQUE;1;28/2/2023
2023;2;LOS RIOS;PUEBLOVIEJO;15;28/2/2023
2023;2;LOS RIOS;QUEVEDO;102;28/2/2023
2023;2;LOS RIOS;QUINSALOMA;2;28/2/2023
2023;2;LOS RIOS;URDANETA;6;28/2/2023
2023;2;LOS RIOS;VALENCIA;23;28/2/2023
2023;2;LOS RIOS;VENTANAS;37;28/2/2023
2023;2;LOS RIOS;VINCES;18;28/2/2023
2023;2;MANABI;24 DE MAYO;136;28/2/2023
2023;2;MANABI;BOLIVAR;91;28/2/2023
2023;2;MANABI;CHONE;277;28/2/2023
2023;2;MANABI;EL CARMEN;90;28/2/2023
2023;2;MANABI;FLAVIO ALFARO;17;28/2/2023
2023;2;MANABI;JAMA;5;28/2/2023
2023;2;MANABI;JARAMIJO;13;28/2/2023
2023;2;MANABI;JIPIJAPA;118;28/2/2023
2023;2;MANABI;JUNIN;34;28/2/2023
2023;2;MANABI;MANTA;570;28/2/2023
2023;2;MANABI;MONTECRISTI;116;28/2/2023
2023;2;MANABI;OLMEDO;4;28/2/2023
2023;2;MANABI;PAJAN;20;28/2/2023
2023;2;MANABI;PEDERNALES;26;28/2/2023
2023;2;MANABI;PICHINCHA;60;28/2/2023
2023;2;MANABI;PORTOVIEJO;1011;28/2/2023
2023;2;MANABI;PUERTO LOPEZ;28;28/2/2023
2023;2;MANABI;ROCAFUERTE;61;28/2/2023
2023;2;MANABI;SAN VICENTE;16;28/2/2023
2023;2;MANABI;SANTA ANA;49;28/2/2023
2023;2;MANABI;SUCRE;72;28/2/2023
2023;2;MANABI;TOSAGUA;38;28/2/2023
2023;2;MORONA SANTIAGO;GUALAQUIZA;45;28/2/2023
2023;2;MORONA SANTIAGO;HUAMBOYA;3;28/2/2023
2023;2;MORONA SANTIAGO;LIMON INDANZA;16;28/2/2023
2023;2;MORONA SANTIAGO;LOGRO¥O;10;28/2/2023
2023;2;MORONA SANTIAGO;MACAS;80;28/2/2023
2023;2;MORONA SANTIAGO;MORONA;17;28/2/2023
2023;2;MORONA SANTIAGO;PALORA;21;28/2/2023
2023;2;MORONA SANTIAGO;SAN JUAN BOSCO;4;28/2/2023
2023;2;MORONA SANTIAGO;SANTIAGO;12;28/2/2023
2023;2;MORONA SANTIAGO;SUCUA;36;28/2/2023
2023;2;MORONA SANTIAGO;TAISHA;6;28/2/2023
2023;2;MORONA SANTIAGO;TIWINTZA;6;28/2/2023
2023;2;NAPO;ARCHIDONA;38;28/2/2023
2023;2;NAPO;CARLOS JULIO AROSEMENA TOLA;17;28/2/2023
2023;2;NAPO;EL CHACO;12;28/2/2023
2023;2;NAPO;QUIJOS;13;28/2/2023
2023;2;NAPO;TENA;85;28/2/2023
2023;2;ORELLANA;AGUARICO;22;28/2/2023
2023;2;ORELLANA;LA JOYA DE LOS SACHAS;57;28/2/2023
2023;2;ORELLANA;LORETO;18;28/2/2023
2023;2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;174;28/2/2023
2023;2;PASTAZA;ARAJUNO;34;28/2/2023
2023;2;PASTAZA;MERA;17;28/2/2023
2023;2;PASTAZA;PASTAZA;131;28/2/2023
2023;2;PASTAZA;SANTA CLARA;8;28/2/2023
2023;2;PICHINCHA;CAYAMBE;139;28/2/2023
2023;2;PICHINCHA;MEJIA;77;28/2/2023
2023;2;PICHINCHA;PEDRO MONCAYO;20;28/2/2023
2023;2;PICHINCHA;PEDRO VICENTE MALDONADO;10;28/2/2023
2023;2;PICHINCHA;PUERTO QUITO;16;28/2/2023
2023;2;PICHINCHA;QUITO;2059;28/2/2023
2023;2;PICHINCHA;RUMI¥AHUI;92;28/2/2023
2023;2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;5;28/2/2023
2023;2;SANTA ELENA;LA LIBERTAD;74;28/2/2023
2023;2;SANTA ELENA;SALINAS;37;28/2/2023
2023;2;SANTA ELENA;SANTA ELENA;53;28/2/2023
2023;2;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;69;28/2/2023
2023;2;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;306;28/2/2023
2023;2;SUCUMBIOS;CASCALES;25;28/2/2023
2023;2;SUCUMBIOS;CUYABENO;10;28/2/2023
2023;2;SUCUMBIOS;GONZALO PIZARRO;7;28/2/2023
2023;2;SUCUMBIOS;LAGO AGRIO;185;28/2/2023
2023;2;SUCUMBIOS;NUEVA LOJA;25;28/2/2023
2023;2;SUCUMBIOS;PUTUMAYO;21;28/2/2023
2023;2;SUCUMBIOS;SHUSHUFINDI;52;28/2/2023
2023;2;SUCUMBIOS;SUCUMBIOS;3;28/2/2023
2023;2;TUNGURAHUA;AMBATO;276;28/2/2023
2023;2;TUNGURAHUA;BA¥OS DE AGUA SANTA;9;28/2/2023
2023;2;TUNGURAHUA;CEVALLOS;8;28/2/2023
2023;2;TUNGURAHUA;MOCHA;2;28/2/2023
2023;2;TUNGURAHUA;PATATE;6;28/2/2023
2023;2;TUNGURAHUA;QUERO;5;28/2/2023
2023;2;TUNGURAHUA;SAN PEDRO DE PELILEO;40;28/2/2023
2023;2;TUNGURAHUA;SANTIAGO DE PILLARO;31;28/2/2023
2023;2;TUNGURAHUA;TISALEO;3;28/2/2023
2023;2;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;23;28/2/2023
2023;2;ZAMORA CHINCHIPE;CHINCHIPE;11;28/2/2023
2023;2;ZAMORA CHINCHIPE;EL PANGUI;58;28/2/2023
2023;2;ZAMORA CHINCHIPE;NANGARITZA;3;28/2/2023
2023;2;ZAMORA CHINCHIPE;PALANDA;23;28/2/2023
2023;2;ZAMORA CHINCHIPE;PAQUISHA;5;28/2/2023
2023;2;ZAMORA CHINCHIPE;YACUAMBI;5;28/2/2023
2023;2;ZAMORA CHINCHIPE;YANTZAZA;42;28/2/2023
2023;2;ZAMORA CHINCHIPE;ZAMORA;61;28/2/2023
2023;2;SIN REGISTRAR;SIN REGISTRAR;148;28/2/2023
2023;3;AZUAY;CAMILO PONCE ENRIQUEZ;60;31/3/2023
2023;3;AZUAY;CHORDELEG;2;31/3/2023
2023;3;AZUAY;CUENCA;573;31/3/2023
2023;3;AZUAY;EL PAN;3;31/3/2023
2023;3;AZUAY;GIRON;5;31/3/2023
2023;3;AZUAY;GUACHAPALA;2;31/3/2023
2023;3;AZUAY;GUALACEO;13;31/3/2023
2023;3;AZUAY;NABON;12;31/3/2023
2023;3;AZUAY;O¥A;2;31/3/2023
2023;3;AZUAY;PAUTE;22;31/3/2023
2023;3;AZUAY;PUCARA;3;31/3/2023
2023;3;AZUAY;SANTA ISABEL;13;31/3/2023
2023;3;AZUAY;SEVILLA DE ORO;19;31/3/2023
2023;3;AZUAY;SIGSIG;10;31/3/2023
2023;3;BOLIVAR;CALUMA;25;31/3/2023
2023;3;BOLIVAR;CHILLANES;13;31/3/2023
2023;3;BOLIVAR;CHIMBO;26;31/3/2023
